article,importance,importance_updated,quality,quality_updated,article_history_link,article_link,article_talk,article_talk_link,title,page_id,ns
Mycoplasma pneumonia,Low-Class,2013-08-09T16:18:59Z,Start-Class,2013-08-09T16:18:59Z,https://en.wikipedia.org/w/index.php?title=Mycoplasma%20pneumonia&action=history,https://en.wikipedia.org/w/index.php?title=Mycoplasma%20pneumonia,Talk:Mycoplasma pneumonia,https://en.wikipedia.org/w/index.php?title=Talk:Mycoplasma%20pneumonia,Mycoplasma pneumonia,1174104,0.0
Myopericytoma,Low-Class,2011-09-23T02:37:51Z,Start-Class,2011-09-23T02:37:51Z,https://en.wikipedia.org/w/index.php?title=Myopericytoma&action=history,https://en.wikipedia.org/w/index.php?title=Myopericytoma,Talk:Myopericytoma,https://en.wikipedia.org/w/index.php?title=Talk:Myopericytoma,Myopericytoma,31635497,0.0
Nabil Kochaji,Low-Class,2023-09-24T17:04:53Z,Start-Class,2023-09-24T17:04:53Z,https://en.wikipedia.org/w/index.php?title=Nabil%20Kochaji&action=history,https://en.wikipedia.org/w/index.php?title=Nabil%20Kochaji,Talk:Nabil Kochaji,https://en.wikipedia.org/w/index.php?title=Talk:Nabil%20Kochaji,Nabil Kochaji,50582981,0.0
Nancy Goldman Nossal,Low-Class,2022-10-09T16:21:36Z,Start-Class,2022-10-09T16:21:36Z,https://en.wikipedia.org/w/index.php?title=Nancy%20Goldman%20Nossal&action=history,https://en.wikipedia.org/w/index.php?title=Nancy%20Goldman%20Nossal,Talk:Nancy Goldman Nossal,https://en.wikipedia.org/w/index.php?title=Talk:Nancy%20Goldman%20Nossal,Nancy Goldman Nossal,71958670,0.0
Natasha J. Caplen,Low-Class,2020-07-23T23:53:49Z,Start-Class,2020-07-23T23:53:49Z,https://en.wikipedia.org/w/index.php?title=Natasha%20J.%20Caplen&action=history,https://en.wikipedia.org/w/index.php?title=Natasha%20J.%20Caplen,Talk:Natasha J. Caplen,https://en.wikipedia.org/w/index.php?title=Talk:Natasha%20J.%20Caplen,Natasha J. Caplen,64631021,0.0
National Association of State Public Health Veterinarians,Low-Class,2008-02-22T03:21:14Z,Start-Class,2013-11-04T11:22:28Z,https://en.wikipedia.org/w/index.php?title=National%20Association%20of%20State%20Public%20Health%20Veterinarians&action=history,https://en.wikipedia.org/w/index.php?title=National%20Association%20of%20State%20Public%20Health%20Veterinarians,Talk:National Association of State Public Health Veterinarians,https://en.wikipedia.org/w/index.php?title=Talk:National%20Association%20of%20State%20Public%20Health%20Veterinarians,National Association of State Public Health Veterinarians,1300572,0.0
National Center for Missing & Exploited Children,Low-Class,2024-10-09T11:05:53Z,Start-Class,2024-10-09T11:05:53Z,https://en.wikipedia.org/w/index.php?title=National%20Center%20for%20Missing%20%26%20Exploited%20Children&action=history,https://en.wikipedia.org/w/index.php?title=National%20Center%20for%20Missing%20%26%20Exploited%20Children,Talk:National Center for Missing & Exploited Children,https://en.wikipedia.org/w/index.php?title=Talk:National%20Center%20for%20Missing%20%26%20Exploited%20Children,National Center for Missing & Exploited Children,1569861,0.0
National Emerging Infectious Diseases Laboratories,Low-Class,2009-01-27T06:58:16Z,Start-Class,2023-03-28T02:20:17Z,https://en.wikipedia.org/w/index.php?title=National%20Emerging%20Infectious%20Diseases%20Laboratories&action=history,https://en.wikipedia.org/w/index.php?title=National%20Emerging%20Infectious%20Diseases%20Laboratories,Talk:National Emerging Infectious Diseases Laboratories,https://en.wikipedia.org/w/index.php?title=Talk:National%20Emerging%20Infectious%20Diseases%20Laboratories,National Emerging Infectious Diseases Laboratories,6158380,0.0
National Institute of Biomedical Imaging and Bioengineering,Low-Class,2017-05-07T15:15:29Z,Start-Class,2017-09-26T19:57:22Z,https://en.wikipedia.org/w/index.php?title=National%20Institute%20of%20Biomedical%20Imaging%20and%20Bioengineering&action=history,https://en.wikipedia.org/w/index.php?title=National%20Institute%20of%20Biomedical%20Imaging%20and%20Bioengineering,Talk:National Institute of Biomedical Imaging and Bioengineering,https://en.wikipedia.org/w/index.php?title=Talk:National%20Institute%20of%20Biomedical%20Imaging%20and%20Bioengineering,National Institute of Biomedical Imaging and Bioengineering,10477975,0.0
Neelam Kler,Low-Class,2023-01-08T18:40:03Z,Start-Class,2022-09-21T13:22:32Z,https://en.wikipedia.org/w/index.php?title=Neelam%20Kler&action=history,https://en.wikipedia.org/w/index.php?title=Neelam%20Kler,Talk:Neelam Kler,https://en.wikipedia.org/w/index.php?title=Talk:Neelam%20Kler,Neelam Kler,43355212,0.0
Nerve injury classification,Low-Class,2013-11-08T15:27:32Z,Start-Class,2013-11-08T15:27:32Z,https://en.wikipedia.org/w/index.php?title=Nerve%20injury%20classification&action=history,https://en.wikipedia.org/w/index.php?title=Nerve%20injury%20classification,Talk:Nerve injury classification,https://en.wikipedia.org/w/index.php?title=Talk:Nerve%20injury%20classification,Nerve injury classification,28061940,0.0
Nicardipine,Low-Class,2024-11-18T18:07:38Z,Start-Class,2024-11-18T18:07:38Z,https://en.wikipedia.org/w/index.php?title=Nicardipine&action=history,https://en.wikipedia.org/w/index.php?title=Nicardipine,Talk:Nicardipine,https://en.wikipedia.org/w/index.php?title=Talk:Nicardipine,Nicardipine,4959719,0.0
Norman Swan,Low-Class,2024-02-16T02:46:35Z,Start-Class,2020-03-24T07:45:02Z,https://en.wikipedia.org/w/index.php?title=Norman%20Swan&action=history,https://en.wikipedia.org/w/index.php?title=Norman%20Swan,Talk:Norman Swan,https://en.wikipedia.org/w/index.php?title=Talk:Norman%20Swan,Norman Swan,42909424,0.0
Npj Digital Medicine,Low-Class,2022-11-14T19:45:54Z,Start-Class,2022-11-14T19:45:54Z,https://en.wikipedia.org/w/index.php?title=Npj%20Digital%20Medicine&action=history,https://en.wikipedia.org/w/index.php?title=Npj%20Digital%20Medicine,Talk:Npj Digital Medicine,https://en.wikipedia.org/w/index.php?title=Talk:Npj%20Digital%20Medicine,Npj Digital Medicine,63346778,0.0
Om Murti Anil,Low-Class,2023-09-27T02:23:52Z,Start-Class,2023-09-27T02:23:52Z,https://en.wikipedia.org/w/index.php?title=Om%20Murti%20Anil&action=history,https://en.wikipedia.org/w/index.php?title=Om%20Murti%20Anil,Talk:Om Murti Anil,https://en.wikipedia.org/w/index.php?title=Talk:Om%20Murti%20Anil,Om Murti Anil,72682404,0.0
Organ donation in Australia,Low-Class,2015-09-04T11:18:50Z,Start-Class,2015-09-04T11:18:50Z,https://en.wikipedia.org/w/index.php?title=Organ%20donation%20in%20Australia&action=history,https://en.wikipedia.org/w/index.php?title=Organ%20donation%20in%20Australia,Talk:Organ donation in Australia,https://en.wikipedia.org/w/index.php?title=Talk:Organ%20donation%20in%20Australia,Organ donation in Australia,47677094,0.0
Oxford Handbook of Clinical Medicine,Low-Class,2024-04-19T05:52:58Z,Start-Class,2024-04-19T05:52:58Z,https://en.wikipedia.org/w/index.php?title=Oxford%20Handbook%20of%20Clinical%20Medicine&action=history,https://en.wikipedia.org/w/index.php?title=Oxford%20Handbook%20of%20Clinical%20Medicine,Talk:Oxford Handbook of Clinical Medicine,https://en.wikipedia.org/w/index.php?title=Talk:Oxford%20Handbook%20of%20Clinical%20Medicine,Oxford Handbook of Clinical Medicine,24784113,0.0
Oxybuprocaine,Low-Class,2008-02-10T03:20:55Z,Start-Class,2007-10-21T21:38:21Z,https://en.wikipedia.org/w/index.php?title=Oxybuprocaine&action=history,https://en.wikipedia.org/w/index.php?title=Oxybuprocaine,Talk:Oxybuprocaine,https://en.wikipedia.org/w/index.php?title=Talk:Oxybuprocaine,Oxybuprocaine,3750357,0.0
P. B. Fernando,Low-Class,2011-12-08T00:02:32Z,Start-Class,2011-12-08T00:02:32Z,https://en.wikipedia.org/w/index.php?title=P.%20B.%20Fernando&action=history,https://en.wikipedia.org/w/index.php?title=P.%20B.%20Fernando,Talk:P. B. Fernando,https://en.wikipedia.org/w/index.php?title=Talk:P.%20B.%20Fernando,P. B. Fernando,33497234,0.0
PMM2 deficiency,Low-Class,2018-07-07T01:57:24Z,Start-Class,2018-07-07T01:57:24Z,https://en.wikipedia.org/w/index.php?title=PMM2%20deficiency&action=history,https://en.wikipedia.org/w/index.php?title=PMM2%20deficiency,Talk:PMM2 deficiency,https://en.wikipedia.org/w/index.php?title=Talk:PMM2%20deficiency,PMM2 deficiency,56815741,0.0
PRECEDE–PROCEED model,Low-Class,2016-05-09T22:14:09Z,Start-Class,2016-05-09T22:14:09Z,https://en.wikipedia.org/w/index.php?title=PRECEDE%E2%80%93PROCEED%20model&action=history,https://en.wikipedia.org/w/index.php?title=PRECEDE%E2%80%93PROCEED%20model,Talk:PRECEDE–PROCEED model,https://en.wikipedia.org/w/index.php?title=Talk:PRECEDE%E2%80%93PROCEED%20model,PRECEDE–PROCEED model,31057260,0.0
Pancreatic neuroendocrine tumor,Low-Class,2014-12-24T23:48:30Z,Start-Class,2014-12-24T23:49:41Z,https://en.wikipedia.org/w/index.php?title=Pancreatic%20neuroendocrine%20tumor&action=history,https://en.wikipedia.org/w/index.php?title=Pancreatic%20neuroendocrine%20tumor,Talk:Pancreatic neuroendocrine tumor,https://en.wikipedia.org/w/index.php?title=Talk:Pancreatic%20neuroendocrine%20tumor,Pancreatic neuroendocrine tumor,44128957,0.0
Paul Gerson Unna,Low-Class,2013-02-27T01:32:04Z,Start-Class,2013-10-10T08:13:04Z,https://en.wikipedia.org/w/index.php?title=Paul%20Gerson%20Unna&action=history,https://en.wikipedia.org/w/index.php?title=Paul%20Gerson%20Unna,Talk:Paul Gerson Unna,https://en.wikipedia.org/w/index.php?title=Talk:Paul%20Gerson%20Unna,Paul Gerson Unna,1995935,0.0
Paul M. Fleiss,Low-Class,2017-08-08T12:52:32Z,Start-Class,2017-08-08T12:52:32Z,https://en.wikipedia.org/w/index.php?title=Paul%20M.%20Fleiss&action=history,https://en.wikipedia.org/w/index.php?title=Paul%20M.%20Fleiss,Talk:Paul M. Fleiss,https://en.wikipedia.org/w/index.php?title=Talk:Paul%20M.%20Fleiss,Paul M. Fleiss,249756,0.0
Pericardial window,Low-Class,2013-03-12T01:15:12Z,Start-Class,2020-12-02T17:05:06Z,https://en.wikipedia.org/w/index.php?title=Pericardial%20window&action=history,https://en.wikipedia.org/w/index.php?title=Pericardial%20window,Talk:Pericardial window,https://en.wikipedia.org/w/index.php?title=Talk:Pericardial%20window,Pericardial window,27704498,0.0
Peruvian American Medical Society,Low-Class,2024-04-19T05:55:00Z,Start-Class,2024-04-19T05:55:00Z,https://en.wikipedia.org/w/index.php?title=Peruvian%20American%20Medical%20Society&action=history,https://en.wikipedia.org/w/index.php?title=Peruvian%20American%20Medical%20Society,Talk:Peruvian American Medical Society,https://en.wikipedia.org/w/index.php?title=Talk:Peruvian%20American%20Medical%20Society,Peruvian American Medical Society,41256123,0.0
Pierre Louis Alphée Cazenave,Low-Class,2013-02-19T00:50:42Z,Start-Class,2014-10-02T01:53:53Z,https://en.wikipedia.org/w/index.php?title=Pierre%20Louis%20Alph%C3%A9e%20Cazenave&action=history,https://en.wikipedia.org/w/index.php?title=Pierre%20Louis%20Alph%C3%A9e%20Cazenave,Talk:Pierre Louis Alphée Cazenave,https://en.wikipedia.org/w/index.php?title=Talk:Pierre%20Louis%20Alph%C3%A9e%20Cazenave,Pierre Louis Alphée Cazenave,8492225,0.0
Polychlorinated naphthalene,Low-Class,2010-02-09T22:20:44Z,Start-Class,2010-02-09T22:21:00Z,https://en.wikipedia.org/w/index.php?title=Polychlorinated%20naphthalene&action=history,https://en.wikipedia.org/w/index.php?title=Polychlorinated%20naphthalene,Talk:Polychlorinated naphthalene,https://en.wikipedia.org/w/index.php?title=Talk:Polychlorinated%20naphthalene,Polychlorinated naphthalene,3790479,0.0
Polymersome,Low-Class,2007-12-28T08:09:32Z,Start-Class,2013-10-17T13:46:45Z,https://en.wikipedia.org/w/index.php?title=Polymersome&action=history,https://en.wikipedia.org/w/index.php?title=Polymersome,Talk:Polymersome,https://en.wikipedia.org/w/index.php?title=Talk:Polymersome,Polymersome,2218269,0.0
Pretibial myxedema,Low-Class,2008-01-21T22:25:28Z,Start-Class,2013-08-13T21:34:09Z,https://en.wikipedia.org/w/index.php?title=Pretibial%20myxedema&action=history,https://en.wikipedia.org/w/index.php?title=Pretibial%20myxedema,Talk:Pretibial myxedema,https://en.wikipedia.org/w/index.php?title=Talk:Pretibial%20myxedema,Pretibial myxedema,4033934,0.0
Progenitor cell,Low-Class,2013-04-19T01:07:26Z,Start-Class,2013-06-26T12:26:02Z,https://en.wikipedia.org/w/index.php?title=Progenitor%20cell&action=history,https://en.wikipedia.org/w/index.php?title=Progenitor%20cell,Talk:Progenitor cell,https://en.wikipedia.org/w/index.php?title=Talk:Progenitor%20cell,Progenitor cell,5523586,0.0
Pulse Polio,Low-Class,2008-03-22T00:48:09Z,Start-Class,2013-10-17T12:05:13Z,https://en.wikipedia.org/w/index.php?title=Pulse%20Polio&action=history,https://en.wikipedia.org/w/index.php?title=Pulse%20Polio,Talk:Pulse Polio,https://en.wikipedia.org/w/index.php?title=Talk:Pulse%20Polio,Pulse Polio,1104894,0.0
R. Paul Higgins,Low-Class,2023-09-24T00:55:41Z,Start-Class,2023-09-24T00:55:41Z,https://en.wikipedia.org/w/index.php?title=R.%20Paul%20Higgins&action=history,https://en.wikipedia.org/w/index.php?title=R.%20Paul%20Higgins,Talk:R. Paul Higgins,https://en.wikipedia.org/w/index.php?title=Talk:R.%20Paul%20Higgins,R. Paul Higgins,38910473,0.0
Rabbit test,Low-Class,2008-01-04T01:35:45Z,Start-Class,2008-01-04T01:35:45Z,https://en.wikipedia.org/w/index.php?title=Rabbit%20test&action=history,https://en.wikipedia.org/w/index.php?title=Rabbit%20test,Talk:Rabbit test,https://en.wikipedia.org/w/index.php?title=Talk:Rabbit%20test,Rabbit test,1030314,0.0
Regeneron Pharmaceuticals,Low-Class,2009-08-04T05:34:26Z,Start-Class,2014-08-19T00:36:59Z,https://en.wikipedia.org/w/index.php?title=Regeneron%20Pharmaceuticals&action=history,https://en.wikipedia.org/w/index.php?title=Regeneron%20Pharmaceuticals,Talk:Regeneron Pharmaceuticals,https://en.wikipedia.org/w/index.php?title=Talk:Regeneron%20Pharmaceuticals,Regeneron Pharmaceuticals,5617513,0.0
Resistant starch,Low-Class,2015-07-24T13:55:31Z,Start-Class,2015-07-24T13:55:31Z,https://en.wikipedia.org/w/index.php?title=Resistant%20starch&action=history,https://en.wikipedia.org/w/index.php?title=Resistant%20starch,Talk:Resistant starch,https://en.wikipedia.org/w/index.php?title=Talk:Resistant%20starch,Resistant starch,3263089,0.0
Retinoschisis,Low-Class,2013-01-26T21:14:03Z,Start-Class,2013-01-26T21:14:03Z,https://en.wikipedia.org/w/index.php?title=Retinoschisis&action=history,https://en.wikipedia.org/w/index.php?title=Retinoschisis,Talk:Retinoschisis,https://en.wikipedia.org/w/index.php?title=Talk:Retinoschisis,Retinoschisis,416351,0.0
Retracted article on dopaminergic neurotoxicity of MDMA,Low-Class,2009-03-01T02:34:18Z,Start-Class,2009-03-01T02:34:18Z,https://en.wikipedia.org/w/index.php?title=Retracted%20article%20on%20dopaminergic%20neurotoxicity%20of%20MDMA&action=history,https://en.wikipedia.org/w/index.php?title=Retracted%20article%20on%20dopaminergic%20neurotoxicity%20of%20MDMA,Talk:Retracted article on dopaminergic neurotoxicity of MDMA,https://en.wikipedia.org/w/index.php?title=Talk:Retracted%20article%20on%20dopaminergic%20neurotoxicity%20of%20MDMA,Retracted article on dopaminergic neurotoxicity of MDMA,653532,0.0
Retroperitoneal lymph node dissection,Low-Class,2009-04-29T14:45:24Z,Start-Class,2009-04-29T14:45:24Z,https://en.wikipedia.org/w/index.php?title=Retroperitoneal%20lymph%20node%20dissection&action=history,https://en.wikipedia.org/w/index.php?title=Retroperitoneal%20lymph%20node%20dissection,Talk:Retroperitoneal lymph node dissection,https://en.wikipedia.org/w/index.php?title=Talk:Retroperitoneal%20lymph%20node%20dissection,Retroperitoneal lymph node dissection,6606909,0.0
Robert Hardin Williams,Low-Class,2023-10-01T03:12:31Z,Start-Class,2023-10-01T03:12:31Z,https://en.wikipedia.org/w/index.php?title=Robert%20Hardin%20Williams&action=history,https://en.wikipedia.org/w/index.php?title=Robert%20Hardin%20Williams,Talk:Robert Hardin Williams,https://en.wikipedia.org/w/index.php?title=Talk:Robert%20Hardin%20Williams,Robert Hardin Williams,69685387,0.0
Robert N. Butler,Low-Class,2009-06-14T08:14:20Z,Start-Class,2009-06-14T08:14:20Z,https://en.wikipedia.org/w/index.php?title=Robert%20N.%20Butler&action=history,https://en.wikipedia.org/w/index.php?title=Robert%20N.%20Butler,Talk:Robert N. Butler,https://en.wikipedia.org/w/index.php?title=Talk:Robert%20N.%20Butler,Robert N. Butler,4097057,0.0
Robert Vigersky,Low-Class,2022-02-22T18:50:40Z,Start-Class,2022-02-21T11:52:15Z,https://en.wikipedia.org/w/index.php?title=Robert%20Vigersky&action=history,https://en.wikipedia.org/w/index.php?title=Robert%20Vigersky,Talk:Robert Vigersky,https://en.wikipedia.org/w/index.php?title=Talk:Robert%20Vigersky,Robert Vigersky,55135063,0.0
SAF Medical Corps,Low-Class,2018-07-03T02:25:40Z,Start-Class,2018-07-03T02:25:40Z,https://en.wikipedia.org/w/index.php?title=SAF%20Medical%20Corps&action=history,https://en.wikipedia.org/w/index.php?title=SAF%20Medical%20Corps,Talk:SAF Medical Corps,https://en.wikipedia.org/w/index.php?title=Talk:SAF%20Medical%20Corps,SAF Medical Corps,54263449,0.0
Saint Petersburg Medical Technikum № 2,Low-Class,2021-03-03T17:23:15Z,Start-Class,2021-03-03T17:23:15Z,https://en.wikipedia.org/w/index.php?title=Saint%20Petersburg%20Medical%20Technikum%20%E2%84%96%202&action=history,https://en.wikipedia.org/w/index.php?title=Saint%20Petersburg%20Medical%20Technikum%20%E2%84%96%202,Talk:Saint Petersburg Medical Technikum № 2,https://en.wikipedia.org/w/index.php?title=Talk:Saint%20Petersburg%20Medical%20Technikum%20%E2%84%96%202,Saint Petersburg Medical Technikum № 2,65415339,0.0
San Francisco Fire Department,Low-Class,2008-07-23T01:58:47Z,Start-Class,2008-07-24T02:54:51Z,https://en.wikipedia.org/w/index.php?title=San%20Francisco%20Fire%20Department&action=history,https://en.wikipedia.org/w/index.php?title=San%20Francisco%20Fire%20Department,Talk:San Francisco Fire Department,https://en.wikipedia.org/w/index.php?title=Talk:San%20Francisco%20Fire%20Department,San Francisco Fire Department,6201993,0.0
Sandifer syndrome,Low-Class,2008-09-03T16:41:26Z,Start-Class,2008-09-03T16:41:26Z,https://en.wikipedia.org/w/index.php?title=Sandifer%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=Sandifer%20syndrome,Talk:Sandifer syndrome,https://en.wikipedia.org/w/index.php?title=Talk:Sandifer%20syndrome,Sandifer syndrome,19161414,0.0
Scoop stretcher,Low-Class,2008-07-23T02:01:40Z,Start-Class,2014-10-02T23:01:21Z,https://en.wikipedia.org/w/index.php?title=Scoop%20stretcher&action=history,https://en.wikipedia.org/w/index.php?title=Scoop%20stretcher,Talk:Scoop stretcher,https://en.wikipedia.org/w/index.php?title=Talk:Scoop%20stretcher,Scoop stretcher,1158636,0.0
Scotopic vision,Low-Class,2011-06-06T02:39:59Z,Start-Class,2013-07-31T08:15:53Z,https://en.wikipedia.org/w/index.php?title=Scotopic%20vision&action=history,https://en.wikipedia.org/w/index.php?title=Scotopic%20vision,Talk:Scotopic vision,https://en.wikipedia.org/w/index.php?title=Talk:Scotopic%20vision,Scotopic vision,1881067,0.0
Scott A. Shikora,Low-Class,2023-09-30T23:57:47Z,Start-Class,2023-09-30T23:57:47Z,https://en.wikipedia.org/w/index.php?title=Scott%20A.%20Shikora&action=history,https://en.wikipedia.org/w/index.php?title=Scott%20A.%20Shikora,Talk:Scott A. Shikora,https://en.wikipedia.org/w/index.php?title=Talk:Scott%20A.%20Shikora,Scott A. Shikora,54392638,0.0
Sex verification in sports,Low-Class,2008-01-10T06:36:59Z,Start-Class,2009-06-08T00:23:33Z,https://en.wikipedia.org/w/index.php?title=Sex%20verification%20in%20sports&action=history,https://en.wikipedia.org/w/index.php?title=Sex%20verification%20in%20sports,Talk:Sex verification in sports,https://en.wikipedia.org/w/index.php?title=Talk:Sex%20verification%20in%20sports,Sex verification in sports,844733,0.0
