id,section,user,timestamp,comment,parent_id,indent_level,article,page_id
64144585_a39922_1,Orphaned references in [[:Management of COVID-19]],AnomieBOT,"22:55, 1 August 2020","I check pages listed in :Category:Pages with incorrect ref formatting to try to fix reference errors. One of the things I do is look for content for orphaned references in wikilinked articles. I have found content for some of :Management of COVID-19's orphans, the problem is that I found more than one version. I can't determine which (if any) is correct for this article, so I am asking for a sentient editor to look it over and copy the correct ref content into this article.
Reference named ""Lancet2020Flatten"":
From COVID-19 pandemic:
From Coronavirus disease 2019:
I apologize if any of the above are effectively identical; I am just a simple computer program, so I can't determine whether minor differences are significant or not.",,0,Treatment and management of COVID-19,64144585
64144585_e95dfb_1,Secondary source on the efficacy of inexpensive steroids in treating COVID-19,Peaceray,"17:04, 2 September 2020","Can someone weave in this secondary source on cheap steroids to treat severe Covid?
*
News source:
*",,0,Treatment and management of COVID-19,64144585
64144585_3af2b1_1,Large pool of references to mine.,Idyllic press,"21:08, 23 October 2020","In this selection of BMJ Rapid Responses to a subscribers only question, there are a number of well reasoned responses, including one one by Robert A Brown with 86 very well selected references relating to the connection between Vitamin-D and CoViD-19.
I suggest anyone with the patience to dig through them might find a lot of useful material for fleshing out the somewhat feeble Vitamin-D section.
I decline to edit this article as I would possibly loose my calm.
From the British Medical Journal we have Sixty seconds on . . . vitamin D",,0,Treatment and management of COVID-19,64144585
64144585_1a4ceb_1,Treatment and management of COVID-19,Wikmoz,"19:29, 4 December 2020",{{Resolved|Management of COVID-19 moved to Treatment and management of COVID-19 -,,0,Treatment and management of COVID-19,64144585
64144585_1a4ceb_2,Treatment and management of COVID-19,Wikmoz,"21:40, 3 December 2020","}}
Any objections to changing the title to 'Treatment and management of COVID-19'? Now that treatment content is located here instead of in Coronavirus disease 2019 and there are actual treatments available, it seems like a better title for the page. -",,0,Treatment and management of COVID-19,64144585
64144585_1a4ceb_3,Treatment and management of COVID-19,Wikmoz,"21:43, 3 December 2020","Any thoughts on this? In addition to the above, ""treatment"" is the more recognizable term for the general public seeking this information. -",64144585_1a4ceb_2,1,Treatment and management of COVID-19,64144585
64144585_1a4ceb_4,Treatment and management of COVID-19,Sdkb,"21:48, 3 December 2020",Sounds fine to me. &#123;{u&#124;,64144585_1a4ceb_3,2,Treatment and management of COVID-19,64144585
64144585_1a4ceb_5,Treatment and management of COVID-19,Tenryuu,"21:52, 3 December 2020",", seeing as treatment is a big part of management, I think that makes sense. For MoS purposes, ""management"" should be decapitalised for sentence style if this goes through. —",64144585_1a4ceb_3,2,Treatment and management of COVID-19,64144585
64144585_1a4ceb_6,Treatment and management of COVID-19,Wikmoz,"21:54, 3 December 2020",Ah! Good catch! I've fixed the proposal accordingly. -,64144585_1a4ceb_5,3,Treatment and management of COVID-19,64144585
64144585_1a4ceb_7,Treatment and management of COVID-19,Gtoffoletto,"09:36, 4 December 2020",I agree management seems too narrow in terms of scope for the article. Once this is done we should really improve the lead though as it doesn't cover treatment sufficiently at the moment and since it is transcluded into the main article it leaves a big gap in content. -- &#123;{u&#124;,64144585_1a4ceb_2,1,Treatment and management of COVID-19,64144585
64144585_1a4ceb_8,Treatment and management of COVID-19,Wikmoz,"19:29, 4 December 2020",Agreed. I'll try adding a notice. -,64144585_1a4ceb_7,2,Treatment and management of COVID-19,64144585
64144585_1a4ceb_9,Treatment and management of COVID-19,Bakkster Man,"14:49, 4 December 2020","Support - Good update. Even if existing treatments are of marginal effectiveness (depending who you ask), it still makes sense as a title.",64144585_1a4ceb_2,1,Treatment and management of COVID-19,64144585
64144585_a7e32f_1,First meta-analysis of the effect of Ivermectin on Covid 19 patients,AussiePete56,"01:25, 31 December 2020","Can I suggest including a summary of the first meta-analysis of Ivermectin's effect on Covid 19 patients? I suggest:
""The first meta-analysis of Ivermectin's effect on Covid 19 patients found a modest utility of Ivermectin in reducing all-cause mortality and improving clinical outcomes"" [link]
The reduction in mortality was actually 47% ( rising to 50% if a late-arriving addition study was included,) but the quality of evidence was very low. However, the results are backed up by 28 other studies, all of which saw a strong improvement in clinical outcomes, including an overall average 82% reduction in mortality [link]",,0,Treatment and management of COVID-19,64144585
64144585_a7e32f_2,First meta-analysis of the effect of Ivermectin on Covid 19 patients,Alexbrn,"01:35, 31 December 2020","* As you've been told at Ivermectin, this would be a problematic POV skewing of the source. As we know from RS Ivermectin has become the latest drug to be pushed as a ""miracle cure"" in the crank-o-sphere, but the research support for there being benefit is weak, where not based on fraudulent data (the Surgisphere debacle[[link] This is detailed at Ivermectin#COVID-19, and anything we say here should be in sync with that.",,0,Treatment and management of COVID-19,64144585
64144585_a7e32f_3,First meta-analysis of the effect of Ivermectin on Covid 19 patients,AussiePete56,"02:07, 31 December 2020","The suggested summary is a direct quote from the ""Conclusion"" paragraph in the study, so to call it a ""problematic POV skewing of the source"" is preposterous. This ""modest utility"" version of a summary was my compromise since you objected to mentioning the ""47% reduction in mortality"" as part of the summary - it is this 47% figure that you called ""a problematic skewing of the source"", not the ""modest utility"" version. As of the time of writing this, you have not responded at all on the Ivermectin page to this compromise suggestion. I'm starting to lose count of these kinds of mistakes you're making.
Again you insist on down-playing effectiveness and emphasising unreliability of this meta-analysis. I'm not suggesting that the 28 other studies be included on Wikipedia, but the authors of that article have calculated that the chances of Ivermectin actually having a nil benefit, taking the 28 studies as a whole, is one in 268 million. You are going ""all-in"" on that ""one"". Ridiculous.",,0,Treatment and management of COVID-19,64144585
64144585_a7e32f_4,First meta-analysis of the effect of Ivermectin on Covid 19 patients,Alexbrn,"02:10, 31 December 2020","Yeah, you have made up another figure now: 82%.",64144585_a7e32f_3,1,Treatment and management of COVID-19,64144585
64144585_a7e32f_5,First meta-analysis of the effect of Ivermectin on Covid 19 patients,AussiePete56,"02:19, 31 December 2020","Of the 28 studies, twelve focused specifically on mortality - of these twelve, the overall average improvement was 82% (see figure 7). Another mistake.",,0,Treatment and management of COVID-19,64144585
64144585_a7e32f_6,First meta-analysis of the effect of Ivermectin on Covid 19 patients,Alexbrn,"02:36, 31 December 2020","Wikipedia reflects reliable sources, not editors' novel reinterpretation of the primary data in ways the source does not do itself. The article[[link] has no ""figure 7"" (Add: Oh I see you're using the ""fake"" journal article at ivmmeta.com ... we're obviously not going to be citing that!)",64144585_a7e32f_5,1,Treatment and management of COVID-19,64144585
64144585_a7e32f_7,First meta-analysis of the effect of Ivermectin on Covid 19 patients,AussiePete56,"03:25, 31 December 2020","As I said, I'm not suggesting using the collation of the 28 studies (ten of which are Randomised Control Studies - average improvement using Ivermectin - 78%) on the main page, but it can be mentioned on the talk page to help make a point. The reported benefit from this meta-analysis is actually more modest than the 28 studies taken together, is the point.
So can I suggest a couple of options - ""The first meta-analysis of Ivermectin's effect on Covid 19 patients supports recent observational studies which have reported the effectiveness of this drug as add-on therapy in patients with COVID-19, and suggests the modest utility of ivermectin in reducing all-cause mortality and improving clinical outcomes."" [link]    (This is a direct quote from its ""Conclusions"") or, more simply, ""The first meta-analysis of Ivermectin's effect on Covid 19 patients suggests a modest utility of Ivermectin in reducing all-cause mortality and improving clinical outcomes"" [link]",,0,Treatment and management of COVID-19,64144585
64144585_a7e32f_8,First meta-analysis of the effect of Ivermectin on Covid 19 patients,Alexbrn,"03:41, 31 December 2020","I don't know why you're linking to fake research papers then. For the RS, Wikipedia is meant to summarize, and cherry-picked copy 'n' pasting risks WP:COPYVIO. You excerpt misrepresents the source because it omits to account for the extensive discussion in the source of the very low quality of the evidence. This has been discussed at Ivermectin at length and whatever we have here, should be in sync with what is there. As far as actual clinical guidance goes, the NIH recommendation is not to use Ivermectin; that is most pertinent to this article.",64144585_a7e32f_7,1,Treatment and management of COVID-19,64144585
